Utterance,Service
If you have any recommendations that would be great! I will need the entrance fee of whichever you choose.,2
What is their entrance fee?,2
I need a taxi between the hotel and the Camboats. I want to leave the Camboats by 3:45.,2
I'd like to find a place to stay with a zero star rating that has free wifi.,1
Not really except an expensive one.,1
What about one in the cheap price range?,1
What about one in the cheap price range?,2
El Shaddai will do. Can you book me there for Wednesday?,1
"Just 1 person for 3 days ,Friday through Monday .",1
"Just 1 person for 3 days ,Friday through Monday .",2
"Oh, yes. That is fine. And can I get the post code for the guesthouse?",1
Are you able to help me find a train on friday?,2
"I need to go from Bishops Stortford to Cambridge, please.",2
"I would like to arrive in cambridge by 17:45. And no, I got the information I needed on the hotel for now, thanks.",2
"No, just tell me the price, I'm not ready to commit to anything yet.",2
One moment while I look up the alpha-milton guest house for you.,1
"I'd like to book a room for two people on Sunday for two nights, please.",1
I will also need a train to Stevenage.,2
I'll be leaving on Monday.,2
"I would like to arrive by 18:30, please.",2
"Are you quite sure? I don't mind if I arrive a bit earlier, but I need to be in Stevenage by 18:30 on Monday.",2
Yes leaving cambridge to stevenage monday by 18:30 for the same amount of people,2
I'm looking for a train leaving on Saturday after 7:30 PM. Can you help me?,2
No. I need to leave after 19:30 on saturday from london liverpool street and then go to cambridge. Try again please.,2
"Yes, I need 7 tickets, please.",2
"Yes, I am looking for some fun things to do while we're in the Centre. Is there anything you can recommend?",2
No could you recommend one and can i get the postcode for it.,2
It does not matter.,2
"Hello, I'm looking for a place to go in the west. Are there any museums there?",2
Ok great! Can you tell me the postcode please?,2
Can I get a train leaving from steveage on friday?,2
I want to go to Cambridge and arrive by 16:30.,2
Yes please book it for me and a reference number,2
Just 1 seat please.,2
I'm looking for a gueshouse that includes free parking.,1
I'm open to suggestions. What's the best one you have in the moderate price range?,1
No preference for stars so long as it's got free parking and no more than moderate price,1
Sounds great. Can you also provide me with information on trains from Cambridge to Norwich?,2
I would prefer Tuesday and to arrive by 9:45,2
No preference as long as it arrives by 9:45. I will need to book for 3 people. Can you also please send the reference number?,2
"Hello, I'm looking for information on the Alpha-Milton Guest House.",1
Can you make a reservation for me for 8 people for 5 nights starting on Thursday.,1
While in Cambridge I need a hotel that has free parking and free wifi.,1
"Yes, please. I need a cheap hotel in the city centre.",1
"Yes, please. I need a cheap hotel in the city centre.",0
Alexander Bed and Breakfast sounds nice. What kind of hotel is it?,1
"No, but I would like the address, please.",1
I also need an international restaurant in the same price range as the hotel.,0
"Do you have a restaurant that serves international food, that's in the cheap range?",0
"Do you have a restaurant that serves international food, that's in the cheap range?",1
Can you book a table for 6 people at 19:45 this Wednesday?,0
Could we try 18:45 on the same day?,0
Where is whipple museum of the history of science located?,2
what is the type of attraction and area for the whipple museum?,2
"I need a moderate place to stay, with free parking.",1
I'm looking for a hotel type that is a guesthouse and have a star of 4.,1
I'm looking for a hotel type that is a guesthouse and have a star of 4.,2
Sure. Can you give me the phone number and postcode?,1
I would also like to book a taxi please.,2
I would like to go from the Whipple Museum to the Archway House. I want to leave the museum by 02:45.,2
I need an expensive place to stay that includes wifi.,1
"It doesn't really matter. I would like a guesthouse, though.",1
how about moderate price range?,1
any place suits me,1
book it for 3 people and 4 nights starting from wednesday.,1
I would like to reserve a taxi from my hotel to the airport,2
I would like to reserve a taxi from my hotel to the airport,1
"I'm sorry, I'll actually need a restaurant that's in centre and is in the moderate price range.",0
"I'm sorry, I'll actually need a restaurant that's in centre and is in the moderate price range.",2
"I'd prefer something Latin-American, if there's something in the area. Nothing too expensive, but certainly not a fast-food restaurant.",0
How about Italian food instead?,0
Are you sure there are no moderately priced italian restaurants in the centre? I could have sworn someone told me about one...,0
Are you sure there are no moderately priced italian restaurants in the centre? I could have sworn someone told me about one...,2
"Yes, please. for 5 people at 15:15 on saturday.",0
"Yes, please. for 5 people at 15:15 on saturday.",2
Im also looking for a college in the centre to visit while in town,0
Im also looking for a college in the centre to visit while in town,2
Great. Now I just need a taxi to get from the college to the restaurant. I wouldn't want to be late!,2
Great. Now I just need a taxi to get from the college to the restaurant. I wouldn't want to be late!,2
"Thank you, that is all that I need.",2
I need a restaurant. Something expensive and italian.,0
"I would like to go to the centre, please.",0
"Okay, that sounds good. I need a table for 7 at 11:30 on Thursday.",0
"Okay, will you try 10:30 instead?",0
"I need help booking a train, please. I'd like to go to Cambridge on Monday.",2
I will be departing from london kings cross after 19:00.,2
"Yes, can you find a close by eatery near where we arrive at?",0
How about the center?,0
How about the center?,2
I need it for 6 people.,2
I'm looking for train going to Cambridge.,2
I'd like to leave from Bishops Stortford.,2
I would like to leave on tuesday after 18:15. I need to work around 6 different people's schedules.,2
"That works - yes, please book 6 tickets, and I'll need a reference number. Can you also tell me about restaurants on the east side of town?",2
"That works - yes, please book 6 tickets, and I'll need a reference number. Can you also tell me about restaurants on the east side of town?",0
"That works - yes, please book 6 tickets, and I'll need a reference number. Can you also tell me about restaurants on the east side of town?",2
I like Greek food. I also need to get a list of local attractions in the east.,0
I like Greek food. I also need to get a list of local attractions in the east.,2
"I don't really care, just something interesting. Can you pick something for me and let me know the entrance fee, postcode, and phone number?",2
