Utterance,Intent
Hello! I'm looking for a restaurant that serves modern european food? I'd also like it to be located in the centre if possible.,3
Moderate would be fine.,3
Yes please. You can make a recommendation. Book for 6 people at 12:30 on Wednesday and please proved the reference number.,2
Yes please. You can make a recommendation. Book for 6 people at 12:30 on Wednesday and please proved the reference number.,4
"Yes, can you help me to find a train into Cambridge for Wednesday?",2
"Yes, can you help me to find a train into Cambridge for Wednesday?",4
I need to leave Cambridge and get to London Kings Cross before 12:45.,4
"Yes, for 6 people.",4
I am looking for a train that should leave sometime after 11:45. I would like to get to cambridge.,4
I am leaving Thursday from Birmingham New Street to Cambridge. I want to leave around 11:45.,4
"Yes that sounds great, I will need 8 tickets and the reference number please.",4
Great. I would also like to find a museum to go to in centre Cambridge.,4
Great. I would also like to find a museum to go to in centre Cambridge.,4
That sounds great. Do you have the phone number and how much the entrance fee is?,4
"I'm looking for info about 4-star accommodations, somewhere where they don't nickel-and-dime you for services like wifi.",1
I would like one located in the east with a moderate price range.,1
"no, I don't care about that. Surprise me!",1
thats still fine. book for 1 night,1
It'll be for 5 people and 5 nights starting from wednesday please,0
Can you see if they are available for one night? I will need the reference number if available.,0
What attractions are there in northern Cambridge?,4
What attractions are there in northern Cambridge?,4
"Yes, can I get the postcode and phone number for the pools?",4
Yes I am also looking for a train.,4
I am leaving cambridge and should leave on sunday,4
Bishops stortford. I'd like to arrive by 21:45. Can you give me the train ID please?,4
I'm looking for a place to eat that is cheap and in the centre.,3
"No, I don't really care. I'm just looking for something cheap that is nearby.",3
I would like to book a table for 7 people at 18:45 on wednesday at the dojo noodle bar please.,2
I would like to book a table for 7 people at 18:45 on wednesday at the dojo noodle bar please.,4
".Yes, I also am looking for a train on wednesday. It needs to arrive by 11:15/",2
".Yes, I also am looking for a train on wednesday. It needs to arrive by 11:15/",4
"Well, I'd like to depart from Bishop's Stortford and arrive in Cambridge on the last train that will get me there by 11:15.",4
I need 7 tickets and could you tell me the price? can I get the train number and the travel time also please?,4
"I need to take a train to cambridge, I will be arriving on Saturday.",4
"I need to take a train to cambridge, I will be arriving on Saturday.",1
I will be leaving from London Kings Cross.,4
I need to be there by 11:15 and I need a reservation for 5 people. Can you send me the reference number when you have made the reservations?,4
Awesome! Now please get me some information on the limehouse hotel,1
You know what? I would like to book the Limehouse for 2 nights on Saturday.,0
You know what? I would like to book the Limehouse for 2 nights on Saturday.,4
"Oh sorry, 5 people please.",0
I need a train going to london liverpool street.,4
I will be departing from Cambridge on Saturday.,4
I don't have a departure time but I want to arrive by 16:45.,4
That sounds great. Can you book 3 tickets for that train?,4
looking for places to go in cetre part of town a type of concerthall and I need the adress,4
What can you tell me about cheap restaurants on the west side of town?,3
What can you tell me about cheap restaurants on the west side of town?,1
Can I get the postcode of that?,3
The Italian place would be great.,3
4 people acan you book it for me ?,3
I'm sorry I don't need a reservation for the restaurant. I do need help finding a place to stay in the same area though.,3
"Find me one near that Italian Place, it should be in the same price range.",1
"Yes, that would be great. I'll need it booked for Saturday, 4 nights, and 8 people. Can I have the reference number please?",0
Yes. I'm looking for a 4 star hotel in the west. Could you please find me one?,3
Yes. I'm looking for a 4 star hotel in the west. Could you please find me one?,0
"Hi, I'm looking for an expensive restaurant in north cambridge.",3
I need it to be in the north and expensive.,3
Sure. What kind of food do they serve? What is the postcode and phone number?,3
I would like some information about rosa's bed and breakfast.,1
"That's fine. Could I ask you to book a room for me? I need it for one person for four nights, starting on Thursday.",0
I would like to make a reservation at the Maharajah Tandoori restaurant for my trip to Cambridge.,3
I would like to make a reservation at the Maharajah Tandoori restaurant for my trip to Cambridge.,4
Can you book a table for 5 people at 16:00 on monday?,2
Can you book a table for 5 people at 16:00 on monday?,4
"Yes, I also need a train for the same day. We are coming from Stevenage.",4
"I'd prefer something earlier, actually. I need to be in Cambridge by 12:30.",4
That sounds great. What time does it leave and how much will it cost me?,4
Please book it and send me the reference number.,2
Please book it and send me the reference number.,4
Can you help me find a restaurant? I want somewhere expensive.,3
"North American, I would would like to eat in the centre area?",3
"Yes, I'd like to get a table for 6 at 11:45 on Sunday. Could you book that for me?",2
"Yes, I'd like to get a table for 6 at 11:45 on Sunday. Could you book that for me?",1
Can you also help me find a hotel called the acorn guest house?,1
Thank you! I'd like to book a room starting on Sunday. I'll need it for 5 nights and 6 people.,2
Thank you! I'd like to book a room starting on Sunday. I'll need it for 5 nights and 6 people.,0
thanks I am also needing to book at a guesthouse for 6 for 5 nights starting on sunday,2
thanks I am also needing to book at a guesthouse for 6 for 5 nights starting on sunday,0
Hi! What can you tell me about the attractions on the east side?,4
Hi! What can you tell me about the attractions on the east side?,1
I'm not sure. Can you tell me about my options?,4
Can you give me an address to a museum you recommend?,4
I also need a 4 star expensive place to stay.,1
I want it very close to the museum.,1
Let's see what you have for cheap hotels then.,1
No but I do need the address and postcode.,1
I need a taxi as well.,4
I need to leave the hotel at 24:30.,4
Commuting between two places discussed.,4
"Yes please, by 24:30.",4
"Hi, I'm needing a taxi, leaving cafe uno and I need to arrive by 24:30",4
I'm headed to churchill college,4
"Thank you for your help, before you go, could I get the contact number please?",4
"Can you help me find a train going to Peterborough, with a departure time after 21:15?",4
my departing is from Cambridge,4
No I do not have an arrival preference.,4
What time does that leave. I would like to make a booking.,4
"Yes, can you please book it for 7 people?",4
Are there any theatres in town?,4
Is that the newest theatre? I want to visit some local places.,4
Give me the entrance fee and area of any theater please.,4
Are the any guest house type places to stay in the north part of town available?,1
